imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu3_acc_x,imu3_acc_y,imu3_acc_z,imu3_gyro_x,imu3_gyro_y,imu3_gyro_z,imu4_acc_x,imu4_acc_y,imu4_acc_z,imu4_gyro_x,imu4_gyro_y,imu4_gyro_z,imu5_acc_x,imu5_acc_y,imu5_acc_z,imu5_gyro_x,imu5_gyro_y,imu5_gyro_z,imu6_acc_x,imu6_acc_y,imu6_acc_z,imu6_gyro_x,imu6_gyro_y,imu6_gyro_z,imu7_acc_x,imu7_acc_y,imu7_acc_z,imu7_gyro_x,imu7_gyro_y,imu7_gyro_z,imu8_acc_x,imu8_acc_y,imu8_acc_z,imu8_gyro_x,imu8_gyro_y,imu8_gyro_z,imu9_acc_x,imu9_acc_y,imu9_acc_z,imu9_gyro_x,imu9_gyro_y,imu9_gyro_z,imu10_acc_x,imu10_acc_y,imu10_acc_z,imu10_gyro_x,imu10_gyro_y,imu10_gyro_z,stroke_label,head_x,head_y,stroke_prob
0.065,1.133,0.016,-1.041,1.764,-0.074,0.574,0.485,1.037,-0.839,-1.263,-1.415,-0.469,-0.286,-1.097,-0.455,0.757,-1.583,1.215,-0.751,-0.32,1.899,0.948,-1.238,-0.291,0.689,0.19,-1.353,-1.846,-0.666,0.697,0.578,0.533,-1.153,-0.259,-0.093,-0.998,0.233,-1.184,-0.336,-0.153,-1.44,-2.131,-2.384,1.983,1.82,-0.49,1.339,0.211,-0.066,1.106,0.842,0.133,0.802,-0.926,0.837,2.223,-1.832,-0.992,-1.038,Breaststroke,1549,105,0.158
-0.119,0.608,-0.262,-0.78,0.978,-1.272,-0.291,1.143,-0.163,1.491,0.162,-0.033,0.368,0.349,0.927,0.377,0.364,0.666,0.757,-1.076,0.139,-0.471,0.935,-1.292,-0.447,0.214,-0.063,0.15,0.321,-0.001,1.161,-0.513,0.281,0.75,-1.278,-0.79,-0.387,-0.748,0.29,1.241,1.396,0.889,0.115,-0.28,-1.087,-1.252,-0.263,-0.384,1.298,0.498,1.478,2.446,-0.486,-0.09,-0.239,0.944,-1.039,-0.472,1.389,0.183,Front Crawl,782,516,0.39
0.095,0.449,0.201,0.209,1.042,-1.146,0.12,1.032,1.109,-0.055,-0.74,0.81,1.63,-0.279,-1.847,-1.043,-1.065,1.201,-0.151,-0.338,-0.733,-0.165,-0.173,0.981,0.169,0.926,-0.281,1.79,0.414,0.186,-0.269,-0.271,1.557,0.175,-0.001,0.036,-0.86,-0.155,-0.988,-0.865,0.458,-0.489,-1.326,-0.615,-0.263,-0.25,-1.335,-1.391,-1.497,1.553,0.722,0.023,0.712,1.19,-1.223,-0.14,0.879,0.186,-2.349,-0.385,Freestyle,1358,261,0.52
-1.411,-1.985,-0.126,0.478,-1.471,-0.038,-1.164,-0.682,-0.754,0.899,-0.019,-0.958,-0.631,0.227,0.46,0.569,-0.424,-0.623,0.775,-0.774,0.625,1.755,1.087,0.094,-1.355,0.634,-0.174,-1.378,-0.815,0.133,0.621,0.991,-0.054,-0.13,-1.688,-1.984,-1.635,0.341,0.399,-1.564,0.755,-1.158,-0.862,-1.031,-1.131,-0.211,0.678,0.429,0.09,0.303,-0.656,-2.598,-0.052,0.94,0.478,0.468,-0.634,-0.208,0.414,0.935,Butterfly,1462,269,0.601
1.536,-0.577,0.845,-1.155,0.074,-0.641,1.51,-1.122,-1.059,-1.123,-0.134,0.286,0.433,0.422,1.738,0.556,-0.658,-0.261,1.41,0.904,0.805,-1.856,1.698,0.135,0.759,-0.547,0.213,0.698,0.201,-0.952,-0.325,-0.367,-0.126,1.446,-0.658,-1.081,-0.956,-0.619,1.111,0.631,0.54,-0.299,0.777,0.214,0.831,-0.436,0.835,0.016,0.648,-0.297,-2.448,-1.495,-0.211,-0.204,0.646,1.24,-0.793,-0.25,0.099,-0.034,Backstroke,587,274,0.773
-0.444,0.011,1.206,-1.199,0.965,-0.037,-0.746,-0.765,-0.73,1.663,-0.098,-0.696,2.16,-1.491,1.116,0.226,-1.488,-0.78,-0.685,0.114,0.803,1.016,-1.331,0.586,1.604,-1.895,-0.196,-0.59,-0.043,-1.538,0.612,-0.217,-2.058,-0.202,2.27,0.878,-0.416,-0.327,0.522,-0.806,1.198,0.227,0.118,-0.798,0.311,0.844,-0.002,0.048,-2.291,0.504,-0.705,-0.124,0.286,-1.317,-2.356,0.574,0.985,-1.048,-1.617,-0.037,Freestyle,125,749,0.395
-0.244,-1.899,1.41,-0.072,0.474,0.191,-0.296,0.425,-1.312,-0.313,0.677,0.188,0.587,1.419,0.004,0.595,-0.344,0.081,-0.542,0.49,1.334,0.597,-0.166,0.839,0.217,1.001,-0.853,-0.347,0.501,1.208,-1.204,-0.802,-0.055,1.943,-0.873,-0.394,-0.009,0.738,-1.489,1.194,-0.129,-1.349,-1.33,-1.551,0.208,1.07,-0.506,0.117,0.029,0.219,0.564,1.173,0.131,-0.835,0.275,-0.438,2.158,-0.791,0.224,1.146,Butterfly,1033,206,0.726
0.723,-0.561,1.96,-0.029,1.712,0.92,0.132,-0.187,-0.327,0.104,-0.736,0.084,-0.124,-1.212,-1.372,-0.614,-1.162,1.537,0.641,-0.157,1.027,2.507,-0.792,0.972,-0.623,-0.06,1.55,1.384,1.238,1.429,-1.066,-0.805,-0.319,-0.122,-2.143,-0.392,-1.679,-0.517,0.051,-0.171,-0.396,-1.473,1.35,0.457,0.485,0.476,0.002,-0.861,-0.052,-0.38,-0.727,0.097,1.117,-1.2,1.555,1.107,1.078,1.746,-2.217,-1.844,Freestyle,348,724,0.718
-0.03,0.382,0.143,1.178,-1.301,-0.837,-0.01,1.387,1.202,-0.315,1.449,-1.448,-0.08,-1.601,-0.52,0.672,-0.853,1.201,-0.64,-0.422,1.874,-0.238,0.091,-0.737,-1.595,-0.142,0.664,0.122,0.41,-2.214,-0.366,0.034,-0.447,0.533,0.671,0.78,0.829,-0.256,2.724,2.09,-1.353,-0.287,0.173,0.865,0.353,0.817,0.224,-1.599,0.057,0.124,0.614,0.031,0.508,-1.894,-1.942,-0.02,0.042,-0.279,0.017,0.766,Front Crawl,1490,303,0.632
-0.919,1.931,-0.791,0.278,-0.207,-1.554,0.159,0.259,-0.228,-0.5,-0.571,0.802,0.161,-0.87,1.112,0.209,0.511,-1.988,0.011,-1.068,-0.016,0.595,1.104,0.58,-0.183,0.368,0.243,1.413,1.562,-1.813,-0.333,-1.126,1.587,-0.431,-0.558,-0.907,1.991,0.243,0.496,-1.648,0.977,-0.338,0.201,-0.072,-0.71,1.228,0.678,0.401,1.189,-0.372,-0.895,-0.435,-0.942,0.142,0.781,0.282,-0.019,2.565,-1.336,-2.102,Backstroke,1172,329,0.332
0.307,1.152,0.434,0.688,1.164,-0.289,-1.116,-0.069,-0.595,-1.214,0.733,0.461,0.504,1.238,-0.909,0.408,-0.085,0.5,-0.17,-0.569,1.778,-0.309,-0.171,0.154,-1.628,1.133,0.123,-1.331,-0.078,-0.252,0.205,-0.425,0.827,-1.799,1.102,1.507,-0.105,2.614,1.06,0.811,-0.065,1.905,-2.003,0.562,1.212,-0.905,-0.488,-0.125,-1.862,-0.426,-1.804,0.048,-0.407,-1.015,-0.603,2.718,-1.938,0.755,-1.223,-0.234,Front Crawl,168,309,0.481
1.097,-0.83,0.984,-0.541,1.362,-0.524,0.481,0.216,-1.108,-0.468,-0.787,0.39,-1.201,-1.584,-0.519,-0.277,-0.844,-0.089,-0.602,-0.471,1.233,0.138,-0.649,1.261,2.067,0.465,1.53,0.182,0.333,-0.073,0.227,-0.732,0.018,-0.411,2.34,-0.703,-0.259,-1.603,1.955,-1.183,1.015,-1.302,0.653,0.526,-0.744,-0.522,-0.13,0.043,0.405,-0.397,1.506,-1.025,-1.741,-0.577,-2.339,-0.781,0.397,-1.075,0.171,2.467,Front Crawl,258,860,0.566
1.609,-0.502,1.292,2.413,-0.499,1.646,1.937,0.13,-1.015,0.521,-0.324,-0.209,0.342,0.853,-0.258,-0.39,1.598,0.54,0.402,-0.524,-2.517,-1.74,-1.571,0.002,0.627,0.579,-2.019,-1.818,0.93,0.941,0.258,1.363,-1.226,1.245,0.12,-0.624,-0.476,0.846,0.21,-0.319,0.118,-0.728,-0.924,-0.649,-0.579,2.335,0.442,0.199,0.198,0.8,2.028,1.223,1.928,0.922,0.37,1.684,-1.575,-0.61,0.51,-0.01,Front Crawl,768,553,0.595
-0.326,-1.065,-1.337,-1.388,-0.306,-0.817,0.592,0.051,-1.662,-0.704,-0.765,0.784,-1.807,-0.792,1.09,-1.635,0.444,-0.736,-0.174,-0.806,1.136,-1.049,-0.158,-0.367,-1.002,0.334,0.756,-0.192,1.465,-0.459,0.292,-2.081,0.47,1.011,-0.363,0.919,-0.053,0.811,1.979,-0.158,0.896,-1.14,1.109,0.131,-1.327,0.695,0.688,-1.415,0.358,-2.0,1.767,-0.112,0.057,0.368,0.2,-0.26,-2.049,-0.155,-0.931,0.071,Butterfly,1915,209,0.54
0.118,-0.336,-0.861,-0.881,-0.592,1.081,2.169,-0.189,1.119,-0.474,0.948,-0.957,-0.287,1.131,0.279,0.594,-1.237,-0.55,-1.345,2.028,-0.33,-0.288,1.041,0.122,-0.195,0.608,0.151,-0.048,1.924,0.223,-0.347,0.747,0.843,-0.536,0.122,-1.691,-1.142,0.456,0.033,-0.058,-0.82,0.147,-0.849,-0.254,0.041,0.348,-1.657,0.127,-0.127,0.652,-0.366,0.369,0.485,-0.466,-0.075,1.033,2.812,0.211,-1.074,-0.664,Butterfly,1880,691,0.608
-0.046,-0.836,-1.886,-0.28,0.333,1.146,-0.365,-1.358,-0.019,0.953,1.364,0.769,2.012,-0.227,0.194,0.07,-0.303,-0.784,-0.737,1.136,-0.016,2.384,0.051,-0.563,0.924,-0.547,0.165,0.917,1.12,-1.096,0.222,0.863,0.948,1.96,-0.192,0.081,1.315,-0.096,-1.058,0.67,0.621,0.17,0.879,-0.199,0.334,-0.288,-1.724,-1.965,-0.203,-0.581,1.105,0.425,1.708,-0.261,0.263,-0.021,-1.609,-0.893,-0.654,0.727,Breaststroke,126,137,0.622
0.114,0.019,-1.402,-2.088,0.239,1.605,-0.179,1.557,-0.498,0.079,-0.126,1.343,0.031,1.614,-0.689,0.204,0.33,1.281,1.204,0.769,-0.554,1.227,-0.191,-0.007,-0.057,-0.841,-0.101,0.186,0.862,-1.044,-0.316,0.508,-0.489,-0.284,1.447,-1.011,0.543,0.689,-1.171,-0.871,-1.126,0.572,-1.782,-1.198,1.294,-1.321,1.037,-1.613,-1.02,0.238,0.733,-1.067,-1.171,-0.093,-2.057,0.739,0.532,0.839,-0.998,-1.513,Front Crawl,423,1003,0.486
-0.243,-0.056,1.725,-0.01,0.971,0.797,0.701,-1.903,-0.432,0.993,0.384,-0.541,0.143,-2.126,1.728,0.341,-0.93,-1.36,1.022,0.673,1.039,2.803,0.309,-0.216,0.899,-0.235,1.674,0.222,-0.006,-0.35,0.374,-0.226,0.043,0.108,0.633,-0.629,-0.993,1.351,0.238,0.412,-0.424,-0.077,-1.983,0.499,1.129,-0.082,-0.664,0.617,-0.377,0.154,-1.281,0.93,0.253,-0.073,0.247,1.24,-0.655,-1.746,-0.617,-0.095,Backstroke,887,460,0.308
-0.096,1.059,-0.811,-0.712,1.882,0.242,0.007,0.024,0.196,-0.227,-0.83,-0.263,1.395,0.297,-0.923,2.282,-0.633,-1.882,-0.828,0.774,0.685,0.203,0.814,1.22,-1.476,-0.551,0.983,-0.122,-1.553,-0.682,1.116,2.902,-0.749,-0.596,-1.493,1.652,-1.646,-1.763,-0.495,2.965,0.209,-1.968,0.971,1.283,0.22,-0.129,-0.575,-1.826,-0.289,-0.633,-1.431,-0.253,0.921,-0.599,-0.376,0.381,1.869,2.025,0.374,-0.306,Backstroke,365,368,0.584
0.408,0.175,-0.854,0.788,2.053,-0.862,0.459,-0.353,-0.17,0.624,1.284,-0.857,0.623,-0.232,-0.709,0.114,-0.423,0.427,0.25,-0.625,-0.172,-1.047,0.898,0.918,0.659,1.466,0.082,0.411,-1.824,0.164,-0.615,0.835,2.555,-2.047,0.315,0.086,-0.821,-0.181,-0.394,-0.187,2.726,-0.313,-1.346,0.878,0.887,1.898,0.148,-0.273,-0.978,-0.5,0.926,0.909,-0.317,-1.417,0.023,-0.156,-0.521,0.475,-0.055,-0.939,Freestyle,196,334,0.4
1.026,-0.943,0.795,0.031,1.93,0.423,1.238,0.327,-1.652,0.069,0.842,0.058,0.237,0.338,0.503,0.104,-0.321,0.963,-0.175,-0.386,-0.529,0.165,0.59,1.151,1.496,-0.092,-1.292,0.414,-0.551,0.936,0.359,-1.344,0.597,-0.891,0.006,1.571,0.087,-1.213,-2.388,0.353,2.033,-0.819,-0.006,-0.707,0.204,-1.327,-0.539,-0.804,1.429,-0.023,-1.222,0.252,1.034,0.68,-0.442,-0.638,-1.349,1.466,0.762,-0.925,Backstroke,1664,120,0.434
0.346,-0.955,1.512,-0.807,-0.613,1.385,0.095,-0.076,-1.278,-0.721,0.442,0.96,1.001,-0.665,-1.81,0.54,-0.707,-0.651,-0.183,-0.639,-0.865,2.071,-2.623,-0.382,0.126,1.411,-0.449,-0.609,-0.119,-1.072,-2.506,-0.353,-0.313,-0.201,-1.394,1.239,1.231,-0.339,-2.102,-0.708,-0.092,0.456,-0.24,0.303,-2.794,0.834,-0.527,-0.399,-1.263,-0.568,-0.362,-1.177,-1.056,0.165,0.84,-0.596,-1.489,-0.067,0.242,0.038,Freestyle,1456,755,0.765
-0.351,-0.743,-0.345,-1.213,-0.932,-0.538,0.643,-0.675,-0.02,1.559,1.894,-0.832,-0.286,1.247,0.378,1.584,-0.749,0.036,1.148,0.56,1.037,-0.918,-0.343,-1.036,1.121,-0.403,0.981,0.046,1.928,2.32,-0.524,-0.435,-0.191,0.096,-0.821,0.82,-0.219,0.154,0.418,-0.469,1.293,0.005,-0.136,-2.945,-1.175,-0.265,-1.537,0.292,-2.38,1.037,0.706,0.145,0.407,-2.136,2.083,-0.459,0.446,1.165,0.194,0.177,Front Crawl,1824,403,0.609
-0.192,0.092,-0.692,1.354,0.215,1.133,0.275,-0.504,0.678,-1.028,0.844,0.645,1.066,0.473,-0.514,0.192,-0.869,-1.056,-0.829,0.985,2.982,0.144,0.689,-0.045,-0.241,1.037,0.925,-0.165,0.274,-0.19,-0.914,-0.412,0.842,-0.387,1.834,-0.095,0.558,1.161,0.588,0.637,1.199,1.41,0.601,0.106,-0.717,-1.374,0.556,0.285,0.308,0.167,-1.188,-0.271,-0.888,-0.164,0.184,-2.133,-0.012,0.374,-0.019,-0.576,Backstroke,590,281,0.534
-0.375,0.412,0.946,-1.438,-0.125,0.933,0.1,-0.505,-0.236,0.189,0.473,1.329,-0.433,-0.795,-1.113,0.016,1.059,0.033,0.067,-0.22,-0.816,-0.173,0.598,-0.07,-0.867,0.542,1.73,-0.212,0.03,1.091,-0.067,-0.975,-0.362,1.209,-0.768,-1.535,-0.875,0.065,-0.275,1.05,1.549,-0.341,-0.278,1.54,-0.176,-0.909,0.94,1.65,-1.129,0.324,-0.12,0.418,0.364,-0.847,-0.317,-0.199,1.513,-0.337,0.725,-1.31,Freestyle,1297,947,0.461
-0.884,0.8,0.639,0.124,-1.134,-0.221,1.26,-0.786,0.503,-0.423,0.806,-0.54,-0.834,1.476,2.704,1.462,-0.432,0.7,0.379,0.096,-0.365,0.413,0.635,0.131,-0.126,-1.406,-1.268,0.431,0.732,-0.117,-0.602,-0.729,-0.661,-0.059,2.106,0.404,-0.904,0.444,1.24,1.552,1.035,-1.492,-0.082,-0.768,1.295,-0.33,0.206,-1.518,-1.406,-0.89,-1.419,1.934,1.064,1.29,-0.543,0.304,0.441,-1.063,-0.946,-0.004,Front Crawl,415,364,0.694
-1.432,-0.077,-0.998,-0.324,0.639,-0.067,2.041,-0.458,0.736,-0.177,-0.393,-1.129,-0.359,-0.156,0.544,-1.651,1.322,0.202,1.788,1.119,-1.06,1.601,0.029,-0.19,-0.253,1.572,-0.218,0.306,-0.035,0.214,0.885,0.332,0.446,-1.533,0.376,-1.101,-0.684,1.121,1.167,0.088,1.13,-2.164,-0.7,0.443,-0.666,1.283,-1.069,-0.425,-1.264,-1.537,0.655,1.65,0.223,-0.933,1.06,-0.753,0.229,0.726,0.734,0.441,Front Crawl,987,921,0.664
1.001,0.298,0.028,-1.798,1.631,0.945,0.878,2.495,-1.61,-0.621,1.078,0.171,1.759,0.073,-0.992,0.697,0.65,1.744,0.209,-0.177,-0.553,-0.35,1.11,1.485,-0.025,0.635,0.994,-1.394,-1.46,1.063,-1.35,-0.285,-0.507,-0.876,-0.65,0.651,0.201,0.552,0.208,0.008,-0.899,0.818,-2.03,-0.306,0.123,-1.686,-0.892,0.538,-0.196,1.522,-0.6,1.865,-0.564,-1.821,-0.004,1.054,0.902,0.321,-0.691,0.129,Front Crawl,1759,339,0.532
0.727,0.175,0.142,-0.035,-0.356,0.393,-0.256,-1.397,-0.283,-0.454,0.665,-1.424,-0.867,-0.053,-0.852,-1.258,-0.624,0.579,1.146,-0.369,-1.225,1.057,1.1,-0.824,1.013,0.517,0.619,1.639,1.692,-1.651,0.399,-0.657,0.082,0.836,-0.438,0.324,0.34,-1.362,-0.989,-0.811,1.888,-1.099,-0.071,0.889,1.031,-0.718,-0.287,1.139,0.289,-1.595,-1.551,0.282,-1.042,1.041,-0.993,0.934,-1.66,0.218,0.49,-0.656,Front Crawl,1657,272,0.028
0.057,-0.034,-1.674,-0.761,-0.181,-0.076,0.592,1.386,2.091,0.268,1.531,-0.614,0.171,-0.615,-0.525,-0.729,-0.844,-0.444,-1.162,-0.261,0.45,-1.415,-1.527,-0.695,0.058,1.053,-1.149,0.074,-0.738,0.674,0.702,0.232,-0.59,2.113,-0.088,-1.249,-1.69,2.16,-0.317,-0.695,0.261,1.108,-0.109,0.754,0.354,0.337,-1.065,-0.544,-0.604,-0.131,-1.566,-0.13,0.72,-1.106,-1.301,-0.422,0.387,0.026,-1.311,-1.262,Front Crawl,1629,982,0.227
-2.782,0.508,2.282,-0.505,-0.662,0.565,1.382,0.146,0.285,-0.291,1.19,-0.358,1.134,0.759,-0.688,-1.126,1.519,-0.623,0.417,0.463,-2.93,-0.837,-1.755,-0.907,-1.314,-0.468,1.38,0.721,1.176,-0.947,0.782,0.251,2.081,0.405,0.968,0.404,0.316,0.555,-0.657,-0.507,-1.218,0.948,-0.931,0.24,-0.417,1.069,1.368,0.192,-0.189,-0.598,0.039,0.379,-0.836,-0.519,-1.259,1.09,0.536,0.702,1.018,0.045,Freestyle,1542,550,0.089
-1.642,-0.271,-0.74,0.077,-1.64,0.199,-0.374,-2.912,1.03,1.111,-0.778,-0.112,0.356,-0.427,-1.079,-0.738,1.579,-1.954,0.525,0.829,-1.32,-1.587,0.067,-0.474,-1.189,-0.097,2.251,1.261,-1.053,1.782,0.484,2.797,0.007,-0.839,-0.469,-0.715,-0.003,-0.77,2.511,0.031,0.369,-0.877,-1.189,0.119,-0.014,1.014,0.469,-0.713,-1.027,-0.852,3.399,2.403,0.432,0.523,-0.557,0.595,-0.264,0.16,-0.285,-0.598,Backstroke,1423,467,0.573
0.159,1.459,0.324,-1.11,-1.481,0.867,-0.474,-0.312,0.982,1.927,-0.329,0.057,-0.381,-0.232,-0.262,-0.323,1.014,0.187,-1.761,-2.278,-0.009,-0.31,0.669,-0.39,0.605,-0.361,-0.647,-0.847,1.004,1.663,0.262,0.364,2.301,-0.071,-0.933,-0.567,0.384,-1.037,0.136,1.315,-0.108,0.301,-0.649,-0.891,0.658,1.54,-1.667,-0.478,0.538,-0.094,0.126,0.108,-2.25,2.489,0.393,1.834,0.646,2.011,0.86,0.473,Breaststroke,1311,420,0.581
0.259,0.136,0.624,0.224,0.604,-0.267,1.219,0.59,-1.377,-0.184,-1.213,-0.526,-0.188,-0.393,-1.526,-0.027,1.625,-0.089,0.246,0.675,-1.093,0.947,0.019,0.613,1.141,-1.865,1.878,0.026,-1.114,0.152,-0.466,1.166,-2.55,-0.823,-0.618,-0.782,-0.147,-0.921,0.33,-1.397,0.958,2.378,0.832,-0.111,1.2,0.803,0.744,0.031,0.578,1.289,-0.76,-0.406,1.161,-0.955,1.017,-0.472,-1.208,1.552,-1.357,0.677,Freestyle,555,148,0.56
0.325,1.785,0.091,-0.057,-1.074,0.446,1.454,-0.706,-0.57,-0.504,1.243,0.255,0.245,0.388,-0.564,1.803,-1.052,-0.46,-0.253,0.378,-0.112,0.315,-0.431,-1.526,0.864,-2.504,-0.774,-0.206,-1.121,0.858,-0.233,-0.16,-1.868,-2.075,0.243,-0.688,-0.321,0.001,0.342,1.211,1.047,-1.589,0.161,-0.356,-0.775,-0.271,1.616,-1.641,1.259,-0.066,-0.656,-0.146,-0.079,-0.078,0.091,0.581,-0.004,1.629,-0.155,0.868,Front Crawl,1219,195,0.784
0.516,0.046,0.409,0.374,-0.307,1.015,0.574,-1.182,-0.828,-1.753,2.796,-0.221,0.618,1.813,-0.861,-0.479,0.883,0.188,-0.636,0.622,0.686,-1.764,-1.607,-0.496,0.027,0.067,-0.357,-1.463,0.345,-0.521,0.141,1.648,-0.408,0.399,-0.778,0.721,-1.189,-0.46,-0.494,2.478,-0.417,-1.385,1.829,0.009,-0.4,-0.409,-0.3,-0.554,-0.343,0.96,0.041,-0.239,0.186,0.361,-0.397,0.27,-0.556,-0.886,0.149,1.395,Breaststroke,120,760,0.921
0.579,0.806,-0.639,1.598,1.372,-0.762,-0.114,0.643,0.97,-1.16,0.244,0.907,-0.527,-0.551,-0.953,-0.543,1.273,0.718,-0.09,-0.304,-0.461,-0.621,-1.566,-0.433,0.47,0.34,0.033,-0.448,1.551,0.55,-0.544,-0.85,-1.224,0.302,1.513,-1.445,-0.612,1.023,-0.615,2.113,0.21,0.38,0.153,-1.43,1.057,-1.08,0.577,-0.169,-0.882,0.479,0.466,1.114,-1.463,-0.649,0.415,0.048,1.843,-0.689,-0.319,0.453,Breaststroke,344,282,0.157
0.341,-0.859,-0.14,-1.31,0.53,-0.845,-0.654,1.112,-0.282,-1.102,-1.232,-0.457,-1.095,-0.63,1.489,-0.07,2.398,0.297,1.076,1.141,0.22,0.465,-2.19,-0.61,1.365,-0.117,0.13,0.059,-0.982,1.094,-0.54,1.712,0.417,1.166,0.032,-0.011,-3.167,0.553,0.206,0.332,-0.493,1.688,-1.386,0.113,1.947,0.897,-0.775,0.958,0.855,-1.08,-0.233,0.398,-1.602,-0.741,-0.492,0.141,0.315,-1.434,-0.308,1.175,Butterfly,323,408,0.25
-0.782,1.021,1.138,-0.667,-0.351,-0.929,0.223,-0.208,-1.258,-1.473,0.329,-1.098,-1.567,-1.856,-1.469,-1.092,0.56,-1.229,-1.487,-0.039,0.909,0.6,-2.417,0.473,0.466,-1.367,0.312,1.78,0.502,-0.575,-1.323,-1.718,0.258,-0.174,-0.946,-1.071,0.649,1.552,-0.096,0.273,0.989,0.261,-0.444,0.768,1.414,0.255,-0.849,-1.579,0.075,-0.652,-0.786,0.961,0.064,-1.651,0.345,-1.11,-2.068,-1.233,1.879,0.201,Freestyle,1800,272,0.46
0.589,-0.926,0.087,0.282,-2.08,-0.651,1.899,-0.863,-0.339,0.245,1.3,-1.297,1.587,-2.114,-1.784,0.926,-0.717,0.574,-1.736,-0.665,0.292,0.269,-1.325,-0.087,0.74,-0.011,-0.993,-0.692,0.85,-1.201,0.777,0.836,0.527,-0.373,0.727,2.69,0.94,-0.288,-0.208,1.024,0.572,0.8,1.29,1.224,-0.192,0.516,-0.462,-0.103,0.934,-1.402,1.677,0.588,0.021,1.603,-1.096,-1.323,-0.9,0.057,-0.04,1.011,Freestyle,833,826,0.384
0.133,-3.431,0.128,-1.077,1.432,-0.325,-0.826,-0.092,0.487,0.838,0.152,0.028,0.087,1.654,0.18,-1.109,1.226,1.475,1.1,-0.262,-0.239,-0.493,-0.137,0.244,0.069,-0.038,0.186,0.75,0.814,-0.781,0.282,0.649,-0.992,-0.014,-1.71,2.645,-1.017,-0.774,0.185,0.771,1.549,0.993,0.513,-0.148,-0.252,-1.609,-0.697,-0.806,2.051,0.292,1.133,-0.71,-0.714,0.99,-0.166,-0.188,-0.42,0.145,-1.615,0.19,Breaststroke,1813,587,0.726
1.535,-0.989,-0.574,-1.018,1.774,-1.469,0.173,0.861,0.091,1.085,-1.456,1.596,0.375,-0.548,1.446,-0.311,-0.352,-0.047,-1.21,0.642,-0.251,-0.62,-0.058,-0.378,0.076,0.624,-1.111,-1.009,0.681,0.544,0.097,-2.646,0.798,0.839,-0.224,1.725,0.014,0.849,-1.043,-0.044,0.193,0.875,0.639,-0.204,0.884,-1.16,-0.728,-0.955,0.064,0.249,0.897,-1.507,-0.122,-0.743,1.768,-2.179,2.716,0.56,0.939,0.63,Front Crawl,325,396,0.368
-0.961,-0.833,-0.174,-1.076,-0.972,-0.718,1.726,-0.861,-0.572,-1.293,0.366,2.249,-0.189,-0.842,0.965,-0.416,-0.325,1.041,-0.904,-0.285,-0.662,-0.862,-1.053,0.011,-3.079,-1.633,2.931,0.903,1.462,-0.826,0.06,0.425,-2.672,0.064,-0.105,-1.715,-1.482,0.012,-0.718,-1.258,-0.812,1.688,-0.54,-0.51,-0.095,-0.167,1.294,-0.636,0.105,-1.363,1.606,-1.053,0.128,0.29,-0.368,-1.127,-1.18,0.632,1.994,0.659,Backstroke,534,580,0.797
0.547,0.06,1.56,-2.015,-2.612,0.084,0.039,-1.145,-0.29,-0.132,0.975,-0.173,-0.34,-1.516,0.301,-0.372,0.921,0.037,1.732,-0.053,-0.282,-0.676,0.771,-0.37,-0.553,-0.009,-0.892,-0.318,-1.124,-0.771,-1.167,0.087,-0.512,0.969,-0.106,0.17,0.544,0.864,-0.302,-0.324,-0.792,-0.62,-1.072,-0.112,-0.958,-0.523,-1.281,2.647,-1.053,-0.392,-0.179,0.22,-1.082,1.408,1.447,-0.536,-0.246,0.932,0.453,1.915,Freestyle,361,133,0.524
-0.932,-1.034,-0.027,0.464,0.558,-0.678,-2.254,0.573,0.628,-1.444,0.02,-2.013,-0.287,-0.403,1.744,0.787,-0.657,-0.631,-0.407,-0.524,-1.483,-0.808,0.285,-0.539,-0.4,-0.114,1.717,-1.109,-0.65,1.785,-0.418,0.209,-0.809,0.498,2.07,-0.204,0.151,0.181,1.57,0.348,0.337,-0.035,0.05,-2.09,-1.365,-0.145,1.483,1.233,0.202,1.914,-1.339,-0.552,-2.592,-1.58,0.082,1.687,0.337,-1.126,-3.824,-0.32,Butterfly,1445,967,0.735
2.869,-0.527,-0.507,0.203,0.85,1.47,1.29,0.133,-0.953,0.866,1.516,0.325,0.843,-1.619,1.032,1.785,0.033,0.551,-0.16,-0.359,-0.532,1.506,0.478,0.331,-0.242,0.108,0.316,-1.934,-0.84,-0.537,0.245,1.507,-0.731,-1.533,1.479,0.568,1.262,-1.585,1.813,-0.813,-1.35,-1.03,0.242,0.44,0.874,-0.85,0.574,-0.341,2.865,0.928,-0.022,-1.706,0.391,-0.243,-1.758,0.014,1.151,-0.037,-0.231,-0.328,Backstroke,475,1033,0.241
